Id,LotArea,Utilities,HouseStyle,OverallQual,OverallCond,YearRemodAdd,HeatingQC,KitchenQual,Functional,GarageType,SaleType,SalePrice
1268,13214,AllPub,1Story,9,5,2009,Ex,Ex,Typ,Attchd,WD,378500
1269,14100,AllPub,1.5Fin,8,9,1997,Ex,Gd,Typ,BuiltIn,WD,381000
1270,11344,AllPub,1.5Fin,5,5,1958,TA,TA,Typ,Attchd,WD,144000
1271,23595,AllPub,1Story,7,6,1979,TA,Gd,Typ,Attchd,WD,260000
1272,9156,AllPub,1Story,6,7,1968,Gd,Gd,Typ,Attchd,WD,185750
1273,13526,AllPub,1Story,5,6,1965,TA,TA,Typ,Attchd,WD,137000
1274,11512,AllPub,SLvl,6,7,2006,Gd,Ex,Typ,Basment,WD,177000
1275,5362,AllPub,1.5Fin,5,6,2003,Ex,TA,Typ,Detchd,WD,139000
1276,11345,AllPub,2Story,5,5,1950,Gd,TA,Typ,Detchd,WD,137000
1277,12936,AllPub,2Story,6,6,1972,TA,TA,Typ,Attchd,WD,162000
1278,17871,AllPub,SLvl,6,5,1976,Fa,TA,Typ,Attchd,WD,197900
1279,9473,AllPub,2Story,8,5,2002,Ex,Gd,Typ,Attchd,WD,237000
1280,7500,AllPub,1.5Fin,4,4,1950,TA,TA,Typ,Detchd,COD,68400
1281,9808,AllPub,1Story,7,5,2002,Ex,Gd,Typ,Attchd,WD,227000
1282,8049,AllPub,1Story,7,5,1990,TA,TA,Typ,Attchd,WD,180000
1283,8800,AllPub,1Story,5,7,2008,TA,Gd,Typ,Detchd,WD,150500
1284,9400,AllPub,2Story,6,5,1971,TA,TA,Typ,NA,WD,139000
1285,9638,AllPub,1.5Fin,6,7,1990,Ex,Gd,Min2,Detchd,WD,169000
1286,6000,AllPub,1.5Fin,6,6,1950,Ex,TA,Typ,Detchd,WD,132500
1287,9790,AllPub,1Story,6,5,1963,TA,TA,Typ,Attchd,WD,143000
1288,36500,AllPub,1Story,5,5,1964,Fa,TA,Typ,Attchd,WD,190000
1289,5664,AllPub,1Story,8,5,2000,Ex,Ex,Typ,Attchd,WD,278000
1290,11065,AllPub,2Story,8,5,2006,Ex,Ex,Typ,BuiltIn,New,281000
1291,14112,AllPub,SLvl,5,7,1964,TA,TA,Typ,Attchd,WD,180500
1292,1680,AllPub,2Story,5,7,1972,TA,TA,Typ,Detchd,WD,119500
1293,6600,AllPub,2Story,5,4,1965,TA,TA,Min2,Attchd,WD,107500
1294,10140,AllPub,2Story,7,5,1976,TA,TA,Typ,Attchd,WD,162900
1295,8172,AllPub,1Story,5,7,1990,TA,TA,Typ,Detchd,WD,115000
1296,8400,AllPub,1Story,5,5,1968,Gd,TA,Typ,Attchd,WD,138500
1297,8700,AllPub,1Story,5,6,1963,Gd,TA,Typ,Attchd,WD,155000
1298,3675,AllPub,SFoyer,6,5,2006,Gd,TA,Typ,Basment,New,140000
1299,63887,AllPub,2Story,10,5,2008,Ex,Ex,Typ,Attchd,New,160000
1300,7500,AllPub,1Story,5,7,1994,Ex,Gd,Typ,Attchd,WD,154000
1301,10762,AllPub,2Story,7,5,1999,Ex,Gd,Typ,Attchd,WD,225000
1302,7500,AllPub,2Story,6,7,1950,Fa,Gd,Typ,Attchd,WD,177500
1303,10120,AllPub,2Story,8,5,1994,Ex,Gd,Typ,Attchd,WD,290000
1304,8688,AllPub,1Story,7,5,2005,Ex,Gd,Typ,Attchd,WD,232000
1305,3363,AllPub,2Story,7,5,2004,Ex,Gd,Maj1,Detchd,WD,130000
1306,13173,AllPub,1Story,9,5,2007,Ex,Ex,Typ,Attchd,WD,325000
1307,6955,AllPub,1Story,7,5,2006,Ex,Gd,Typ,Attchd,New,202500
1308,8072,AllPub,1Story,5,5,1995,Ex,TA,Typ,Detchd,WD,138000
1309,12000,AllPub,1Story,5,7,2005,Ex,Gd,Typ,Attchd,WD,147000
1310,7153,AllPub,1Story,6,5,1991,Gd,Gd,Typ,Attchd,WD,179200
1311,17500,AllPub,1Story,7,8,2002,TA,Ex,Typ,Attchd,WD,335000
1312,8814,AllPub,1Story,7,5,2007,Ex,Gd,Typ,Attchd,New,203000
1313,9572,AllPub,2Story,8,5,1990,Ex,Gd,Typ,Attchd,WD,302000
1314,14774,AllPub,2Story,9,5,1999,Ex,Gd,Typ,BuiltIn,WD,333168
1315,8190,AllPub,1Story,4,6,1954,Ex,TA,Typ,Detchd,WD,119000
1316,11075,AllPub,2Story,6,5,1969,TA,TA,Typ,Attchd,WD,206900
1317,10226,AllPub,1Story,8,5,2008,Ex,Ex,Typ,Attchd,WD,295493
1318,4230,AllPub,1Story,7,5,2007,Ex,Gd,Typ,Attchd,New,208900
1319,14781,AllPub,1Story,8,5,2002,Ex,Gd,Typ,Attchd,WD,275000
1320,10215,AllPub,1Story,4,5,1954,Ex,TA,Typ,Attchd,WD,111000
1321,8400,AllPub,1Story,6,3,1957,Gd,TA,Typ,Attchd,WD,156500
1322,6627,AllPub,1Story,3,6,1950,TA,TA,Typ,Detchd,WD,72500
1323,10186,AllPub,2Story,7,5,1992,Ex,Gd,Typ,Attchd,WD,190000
1324,5330,AllPub,1Story,4,7,1950,Gd,Fa,Typ,NA,WD,82500
1325,9986,AllPub,1Story,8,5,2007,Ex,Gd,Typ,Attchd,New,147000
1326,3636,AllPub,1Story,4,4,1950,Fa,TA,Typ,NA,WD,55000
1327,4270,AllPub,1Story,3,6,2006,Ex,Gd,Typ,NA,WD,79000
1328,6600,AllPub,1Story,5,9,2008,Ex,Gd,Typ,Attchd,WD,130500
1329,10440,AllPub,1.5Fin,6,7,1950,Ex,TA,Mod,Detchd,WD,256000
1330,9084,AllPub,2Story,7,5,1998,Gd,TA,Typ,Attchd,WD,176500
1331,10000,AllPub,1Story,8,5,2006,Ex,Gd,Typ,Attchd,WD,227000
1332,10780,AllPub,SLvl,5,5,1976,Gd,TA,Typ,Detchd,WD,132500
1333,8877,AllPub,1Story,4,6,1958,Ex,TA,Typ,Detchd,WD,100000
1334,7200,AllPub,1.5Fin,5,6,1995,Ex,Gd,Typ,Detchd,WD,125500
1335,2368,AllPub,2Story,5,6,1970,TA,TA,Min1,Attchd,WD,125000
1336,9650,AllPub,1Story,6,5,1977,TA,TA,Typ,Attchd,WD,167900
1337,9246,AllPub,1Story,5,5,1973,TA,TA,Typ,Detchd,WD,135000
1338,4118,AllPub,1Story,4,4,1950,Fa,Fa,Typ,NA,WD,52500
1339,13450,AllPub,2Story,7,5,2002,Ex,Gd,Typ,BuiltIn,WD,200000
1340,9560,AllPub,1Story,5,7,1972,Ex,TA,Typ,Attchd,WD,128500
1341,8294,AllPub,1Story,4,5,1971,TA,TA,Typ,Detchd,WD,123000
1342,13695,AllPub,1Story,6,5,2004,Ex,Gd,Typ,Detchd,WD,155000
1343,9375,AllPub,2Story,8,5,2002,Ex,Gd,Typ,Attchd,WD,228500
1344,7558,AllPub,1.5Fin,6,6,1950,Gd,TA,Typ,Detchd,WD,177000
1345,11103,AllPub,2Story,7,5,2006,Ex,Gd,Typ,Attchd,New,155835
1346,6000,AllPub,1Story,4,4,1950,Gd,Fa,Typ,Detchd,WD,108500
1347,20781,AllPub,1Story,7,7,2003,TA,TA,Typ,Attchd,WD,262500
1348,15306,AllPub,1Story,8,5,2007,Ex,Gd,Typ,Attchd,New,283463
1349,16196,AllPub,1Story,7,5,1998,Ex,Gd,Typ,Attchd,WD,215000
1350,5250,AllPub,2Story,8,5,1987,Fa,TA,Typ,NA,WD,122000
1351,11643,AllPub,2Story,5,5,1969,TA,TA,Typ,Detchd,WD,200000
1352,9247,AllPub,2Story,6,6,1962,Ex,TA,Typ,Attchd,WD,171000
1353,6000,AllPub,1.5Fin,6,9,2000,TA,TA,Typ,Detchd,WD,134900
1354,14720,AllPub,1.5Fin,8,5,1996,Ex,Gd,Typ,Attchd,WD,410000
1355,10316,AllPub,2Story,7,5,2000,Ex,Gd,Typ,Attchd,WD,235000
1356,10192,AllPub,SLvl,7,6,1992,Gd,Gd,Typ,Attchd,WD,170000
1357,9477,AllPub,1Story,5,5,1966,TA,TA,Typ,Attchd,WD,110000
1358,12537,AllPub,1Story,5,6,2008,Ex,TA,Typ,Attchd,WD,149900
1359,2117,AllPub,2Story,6,5,2000,Ex,Gd,Typ,Detchd,WD,177500
1360,16737,AllPub,1Story,9,5,2005,Ex,Ex,Typ,Attchd,WD,315000
1361,9842,AllPub,2Story,5,6,1998,Ex,TA,Typ,BuiltIn,WD,189000
1362,16158,AllPub,1Story,7,5,2005,Ex,Gd,Typ,Attchd,WD,260000
1363,12513,AllPub,1.5Fin,4,4,2007,Gd,TA,Typ,Attchd,WD,104900
1364,8499,AllPub,2Story,6,5,2007,Ex,Gd,Typ,BuiltIn,New,156932
1365,3180,AllPub,2Story,7,5,2005,Ex,Gd,Typ,Detchd,WD,144152
1366,7500,AllPub,2Story,7,5,2000,Ex,Gd,Typ,Attchd,WD,216000
1367,9179,AllPub,2Story,7,5,1999,Ex,Gd,Typ,Attchd,WD,193000
1368,2665,AllPub,2Story,5,6,1977,Ex,TA,Typ,Attchd,WD,127000
1369,4435,AllPub,1Story,6,5,2004,Ex,Gd,Typ,Attchd,WD,144000
1370,10635,AllPub,1Story,8,5,2003,Ex,Gd,Typ,Attchd,WD,232000
1371,5400,AllPub,1.5Fin,4,6,1950,Ex,TA,Typ,Detchd,WD,105000
1372,9600,AllPub,SLvl,6,6,1996,Gd,Gd,Typ,BuiltIn,WD,165500
1373,9750,AllPub,2Story,7,6,1998,Ex,Gd,Typ,Detchd,WD,274300
1374,11400,AllPub,1Story,10,5,2002,Ex,Ex,Typ,Attchd,WD,466500
1375,10625,AllPub,2Story,7,5,2005,Ex,Gd,Typ,Attchd,WD,250000
1376,10991,AllPub,1Story,8,5,2007,Ex,Gd,Typ,Attchd,New,239000
1377,6292,AllPub,1Story,6,5,1950,TA,TA,Typ,Detchd,WD,91000
1378,10998,AllPub,1.5Fin,5,5,1960,Ex,TA,Min2,Detchd,WD,117000
1379,1953,AllPub,2Story,6,5,1973,TA,TA,Typ,Detchd,WD,83000
1380,9735,AllPub,SLvl,5,5,2007,Gd,Gd,Typ,BuiltIn,WD,167500
1381,8212,AllPub,1Story,3,3,1950,TA,TA,Typ,Detchd,WD,58500
1382,12925,AllPub,1Story,6,7,1970,Ex,TA,Typ,Attchd,WD,237500
1383,7200,AllPub,2Story,7,7,1950,Ex,Gd,Typ,Detchd,WD,157000
1384,25339,AllPub,1Story,5,7,2007,Ex,Gd,Typ,Attchd,WD,112000
1385,9060,AllPub,1.5Fin,6,5,1950,TA,TA,Typ,Detchd,WD,105000
1386,5436,AllPub,1.5Fin,4,8,2007,Gd,Gd,Typ,Detchd,WD,125500
1387,16692,AllPub,2Story,7,5,1978,TA,Gd,Typ,Attchd,WD,250000
1388,8520,AllPub,1.5Fin,6,7,1950,TA,Gd,Typ,Detchd,CWD,136000
1389,14892,AllPub,1Story,9,5,2007,Ex,Ex,Typ,Attchd,WD,377500
1390,6000,AllPub,1.5Fin,6,6,1950,Ex,TA,Typ,Detchd,WD,131000
1391,9100,AllPub,1Story,7,5,2000,Ex,Gd,Typ,Attchd,WD,235000
1392,8944,AllPub,1Story,5,5,1967,TA,TA,Mod,Detchd,WD,124000
1393,7838,AllPub,SFoyer,5,5,1967,TA,TA,Typ,Attchd,WD,123000
1394,10800,AllPub,1.5Fin,6,7,2000,Ex,TA,Typ,Detchd,WD,163000
1395,4045,AllPub,1Story,7,5,2006,Ex,Gd,Typ,Attchd,New,246578
1396,12665,AllPub,2Story,8,5,2006,Ex,Gd,Typ,BuiltIn,WD,281213
1397,57200,AllPub,1Story,5,5,1950,TA,TA,Min1,Detchd,WD,160000
1398,6120,AllPub,2Story,5,8,2004,Ex,TA,Typ,Detchd,WD,137500
1399,7200,AllPub,1.5Fin,5,4,1982,Gd,TA,Min1,Attchd,WD,138000
1400,6171,AllPub,1.5Fin,6,6,1990,Ex,Gd,Typ,Detchd,WD,137450
1401,6000,AllPub,1.5Fin,6,7,1950,TA,TA,Typ,BuiltIn,WD,120000
1402,7415,AllPub,2Story,6,5,2004,Ex,TA,Typ,Attchd,WD,193000
1403,6762,AllPub,1Story,7,5,2006,Ex,Gd,Typ,Attchd,New,193879
1404,15256,AllPub,1Story,8,5,2007,Ex,Gd,Typ,Attchd,WD,282922
1405,10410,AllPub,1.5Fin,3,4,1950,TA,TA,Typ,Detchd,WD,105000
1406,3842,AllPub,1Story,8,5,2005,Ex,Gd,Typ,Attchd,WD,275000
1407,8445,AllPub,SFoyer,5,7,2007,TA,TA,Typ,Detchd,WD,133000
1408,8780,AllPub,1Story,5,5,1985,Ex,TA,Typ,NA,WD,112000
1409,7740,AllPub,2Story,4,7,1950,Gd,TA,Typ,Detchd,WD,125500
1410,20544,AllPub,2Story,7,6,1991,Gd,TA,Typ,Attchd,WD,215000
1411,12420,AllPub,2Story,7,5,2001,Ex,Gd,Typ,Attchd,WD,230000
1412,9600,AllPub,1.5Fin,6,8,2005,Ex,TA,Min2,Attchd,WD,140000
1413,7200,AllPub,1Story,4,5,1950,Fa,TA,Typ,Detchd,WD,90000
1414,10994,AllPub,1Story,8,5,2006,Ex,Gd,Typ,Attchd,COD,257000
1415,13053,AllPub,1.5Fin,6,7,2000,Gd,Gd,Typ,Detchd,WD,207000
1416,3635,AllPub,1Story,7,5,2007,Ex,Gd,Typ,Attchd,WD,175900
1417,11340,AllPub,2Story,4,6,1950,Gd,TA,Typ,Detchd,WD,122500
1418,16545,AllPub,2Story,8,5,1998,Ex,Gd,Typ,Attchd,WD,340000
1419,9204,AllPub,1Story,5,5,1963,TA,TA,Typ,Detchd,COD,124000
1420,16381,AllPub,1Story,6,5,1969,Gd,Gd,Typ,Attchd,WD,223000
1421,11700,AllPub,2Story,6,6,1968,Gd,TA,Typ,Attchd,WD,179900
1422,4043,AllPub,1Story,6,5,1977,TA,TA,Typ,Attchd,WD,127500
1423,4435,AllPub,1Story,6,5,2003,Ex,Gd,Typ,Attchd,WD,136500
1424,19690,AllPub,SLvl,6,7,1966,TA,Gd,Typ,Attchd,WD,274970
1425,9503,AllPub,1Story,5,5,1983,TA,TA,Min1,Detchd,WD,144000
1426,10721,AllPub,1Story,6,6,1959,Ex,Gd,Typ,Detchd,WD,142000
1427,10944,AllPub,2Story,7,5,1994,Ex,Gd,Typ,Attchd,WD,271000
1428,10930,AllPub,1.5Fin,5,6,1950,TA,TA,Typ,Attchd,WD,140000
1429,7200,AllPub,1Story,5,7,1992,TA,Gd,Typ,Attchd,WD,119000
1430,12546,AllPub,1Story,6,7,1981,Ex,Gd,Typ,Attchd,WD,182900
1431,21930,AllPub,2Story,5,5,2005,Ex,TA,Typ,BuiltIn,WD,192140
1432,4928,AllPub,1Story,6,6,1976,TA,TA,Typ,Attchd,WD,143750
1433,10800,AllPub,1Story,4,6,2007,TA,TA,Typ,Detchd,WD,64500
1434,10261,AllPub,2Story,6,5,2000,Ex,TA,Typ,Attchd,WD,186500
1435,17400,AllPub,1Story,5,5,1977,Fa,TA,Typ,Attchd,WD,160000
1436,8400,AllPub,1Story,6,9,2005,TA,Gd,Typ,Attchd,COD,174000
1437,9000,AllPub,1Story,4,6,1971,TA,TA,Typ,Detchd,WD,120500
1438,12444,AllPub,1Story,8,5,2008,Ex,Ex,Typ,Attchd,New,394617
1439,7407,AllPub,1Story,6,7,1996,TA,TA,Typ,Attchd,WD,149700
1440,11584,AllPub,SLvl,7,6,1979,TA,TA,Typ,Attchd,WD,197000
1441,11526,AllPub,2.5Fin,6,7,1994,Fa,TA,Min1,Detchd,WD,191000
1442,4426,AllPub,1Story,6,5,2004,Ex,Gd,Typ,Attchd,WD,149300
1443,11003,AllPub,2Story,10,5,2008,Ex,Ex,Typ,Attchd,WD,310000
1444,8854,AllPub,1.5Unf,6,6,1950,Fa,Fa,Typ,Detchd,WD,121000
1445,8500,AllPub,1Story,7,5,2004,Ex,Gd,Typ,Attchd,WD,179600
1446,8400,AllPub,SFoyer,6,5,1966,Gd,TA,Typ,Detchd,WD,129000
1447,26142,AllPub,1Story,5,7,1962,TA,TA,Typ,Attchd,WD,157900
1448,10000,AllPub,2Story,8,5,1996,Ex,Gd,Typ,Attchd,WD,240000
1449,11767,AllPub,2Story,4,7,2000,Gd,TA,Min2,Detchd,WD,112000
1450,1533,AllPub,SFoyer,5,7,1970,Ex,Ex,Typ,NA,WD,92000
1451,9000,AllPub,2Story,5,5,1974,TA,TA,Typ,NA,WD,136000
1452,9262,AllPub,1Story,8,5,2009,Ex,Ex,Typ,Attchd,New,287090
1453,3675,AllPub,SLvl,5,5,2005,Gd,TA,Typ,Basment,WD,145000
1454,17217,AllPub,1Story,5,5,2006,Ex,TA,Typ,NA,WD,84500
1455,7500,AllPub,1Story,7,5,2005,Ex,Gd,Typ,Attchd,WD,185000
1456,7917,AllPub,2Story,6,5,2000,Ex,TA,Typ,Attchd,WD,175000
1457,13175,AllPub,1Story,6,6,1988,TA,TA,Min1,Attchd,WD,210000
1458,9042,AllPub,2Story,7,9,2006,Ex,Gd,Typ,Attchd,WD,266500
1459,9717,AllPub,1Story,5,6,1996,Gd,Gd,Typ,Attchd,WD,142125
1460,9937,AllPub,1Story,5,6,1965,Gd,TA,Typ,Attchd,WD,147500
